"","mice.pmm","mice.norm","mice.custom","mean","mipca","amelia","MF","MVN"
"92",4.3042071197411,4.22869471413161,4.11003236245955,4.07766990291262,4.01294498381877,4.19633225458468,4.01294498381877,4.06688241639698
"93",4.31499460625674,4.20711974110032,4.28263214670982,4.05609492988134,4.37971952535059,4.29341963322546,4.07766990291262,4.05609492988134
"94",3.53829557713053,3.52750809061489,3.47357065803668,3.41963322545847,3.5059331175836,3.48435814455232,3.36569579288026,3.38727076591154
"95",3.9697950377562,3.95900755124056,3.95900755124056,3.80798274002157,3.99137001078749,3.99137001078749,3.81877022653722,3.80798274002157
"96",4.48759439050701,4.27184466019417,4.34735706580367,4.05609492988134,4.3042071197411,4.23948220064725,4.0992448759439,4.0992448759439
"97",4.05609492988134,4.16396979503776,3.88349514563107,4.02373247033441,4.26105717367853,4.00215749730313,3.95900755124056,3.98058252427184
"98",3.90507011866235,3.95900755124056,3.86192017259978,3.94822006472492,3.95900755124056,3.85113268608414,3.93743257820928,3.98058252427184
"99",4.42286947141316,4.13160733549083,4.46601941747573,4.20711974110032,4.3042071197411,4.11003236245955,4.19633225458468,4.27184466019417
"100",3.81877022653722,3.62459546925566,3.89428263214671,3.70010787486516,3.72168284789644,3.91585760517799,3.79719525350593,3.72168284789644
"101",3.89428263214671,3.75404530744337,3.87270765911543,3.65695792880259,3.80798274002157,3.81877022653722,3.66774541531823,3.74325782092772
"102",3.80798274002158,3.82955771305286,4.02373247033441,3.81877022653722,3.81877022653722,3.78640776699029,3.78640776699029,3.92664509169364
"103",3.82955771305286,3.64617044228695,3.85113268608414,3.5814455231931,3.76483279395901,3.62459546925566,3.61380798274002,3.57065803667745
"104",4.00215749730313,4.22869471413161,4.18554476806904,3.93743257820928,4.0453074433657,4.23948220064725,4.02373247033441,4.0453074433657
"105",3.85113268608414,3.82955771305286,3.82955771305286,3.73247033441208,3.70010787486516,3.53829557713053,3.75404530744337,3.75404530744337
"106",3.7108953613808,3.85113268608414,3.8403451995685,3.53829557713053,3.76483279395901,3.81877022653722,3.62459546925566,3.57065803667745
"107",3.86192017259978,3.79719525350593,3.80798274002157,3.86192017259978,3.90507011866235,3.78640776699029,3.80798274002158,3.80798274002157
